"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://www.onlinepokerbonuses.com/how-to-claim/","590","94","6,277","78,296","Fairly Easy","","","","","","","","","","en","2e6c94d2cce8a26f8d560bca7626cfc5","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","1512","193","7,834","81,215","Easy","","","","","","","","","","en","af15b446cece1cb256b6c44771ee8504","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","1443","192","7,516","60,259","Normal","","","","","","","","","","en","306ed45a0b4197309a9558b525691d3e","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/freeroll-strategy-build-bankroll-from-zero-2026/","1471","196","7,505","72,921","Fairly Easy","","","","","","","","","","en","880395d993ddc87098a816d8fcc8948a","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/mystery-bounty-strategy-2026/","1556","190","8,189","71,405","Fairly Easy","","","","","","","","","","en","b7f5f7d25831f1ebe8cb78d6cda3c4dc","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/clear-2000-poker-bonus-guide/","1263","170","7,429","80,265","Easy","","","","","","","","","","en","ab341b891dfe2129727278f9fd9518db","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/poker-bonus-codes-2026-guide/","1241","163","7,613","76,672","Fairly Easy","","","","","","","","","","en","94503d84061b47f8449c627d2515a1bb","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/rakeback-wars-wpn-chico-2026/","1199","166","7,223","72,075","Fairly Easy","","","","","","","","","","en","8e7a1b282fc0e10750bccc47bfa9fc27","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/venom-2026-bonus-hunters/","1251","163","7,675","72,449","Fairly Easy","","","","","","","","","","en","b5adced55d8825e2343f4aed9d23bac9","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/canada-online-poker-2026/","1133","160","7,081","56,432","Fairly Hard","","","","","","","","","","en","e57be7757b1591e4ae808784210c3aef","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/betonline-weekly-rakeback-deep-dive/","1218","159","7,660","71,604","Fairly Easy","","","","","","","","","","en","88baa9b6790c0a0886f28e321afa4c58","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/best-crypto-for-poker-deposits-2026/","1477","197","7,497","67,714","Normal","","","","","","","","","","en","b57e7eca45964d0eac99ed7ff1eda189","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/late-registration-strategy-tournaments-2026/","1455","188","7,739","76,760","Fairly Easy","","","","","","","","","","en","a28d696b0ab792c8d87ae08033dff6dd","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/table-selection-softest-games-2026/","1474","194","7,598","75,035","Fairly Easy","","","","","","","","","","en","859b2282688fa4046e8fbe90450aef50","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/wpn-vs-chico-value-2026/","1220","166","7,349","71,435","Fairly Easy","","","","","","","","","","en","ebbb3a332e0c5e9b2904857fd9a35fb1","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/poker-vs-casino-bonus-combined-sites-2026/","1451","185","7,843","73,577","Fairly Easy","","","","","","","","","","en","486ec77020815431887b72f0499aecbb","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/reload-bonuses-explained-2026/","1301","173","7,520","74,090","Fairly Easy","","","","","","","","","","en","db7887365c07f2703e1eb4c2f94872a7","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/loyalty-tiers-wpn-chico-2026/","1548","187","8,278","73,282","Fairly Easy","","","","","","","","","","en","41db14f78f2715fdb37bec4e04073e22","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/tigergaming-vs-sportsbetting-chico-value-2026/","1350","185","7,297","70,836","Fairly Easy","","","","","","","","","","en","49c2a416637edf18160f92f61787458a","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/sit-and-go-bankroll-builder-2026/","1458","180","8,100","74,267","Fairly Easy","","","","","","","","","","en","2e836691240fe3a08bb785591f319761","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/crypto-deposit-boosts-explained-2026/","1316","170","7,741","71,371","Fairly Easy","","","","","","","","","","en","8bb85554c6b285c641a4f24c26f831cc","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/crypto-cashouts-us-canada-2026/","1282","171","7,497","66,980","Normal","","","","","","","","","","en","780028287adb681839a05efe4cf1bf3b","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/bankroll-management-bonus-clearing-2026/","1408","187","7,529","78,241","Fairly Easy","","","","","","","","","","en","358cf2aedabfe0b598f690637781fc12","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/stablecoin-poker-deposits-2026/","1460","183","7,978","71,895","Fairly Easy","","","","","","","","","","en","aae99c8a45bc3d466ada65acb20d52d1","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/first-deposit-bonus-mistakes-2026/","1358","176","7,716","77,087","Fairly Easy","","","","","","","","","","en","67f6def3a9d245d781ad57edd678408e","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/deposit-match-vs-rakeback-2026/","1370","186","7,366","77,461","Fairly Easy","","","","","","","","","","en","7e68172f209e916d4c0ddfebe8a9a3ba","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/are-poker-bonuses-taxable-us-canada-2026/","1626","212","7,670","63,565","Normal","","","","","","","","","","en","fb22f86d861ce75f9dcb61954e6be44a","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/us-online-poker-legislation-2026/","1167","161","7,248","61,885","Normal","","","","","","","","","","en","6f01d71a4a87ba0ed8ec0f4cd87618d","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/no-deposit-poker-bonuses-2026/","1112","157","7,083","71,453","Fairly Easy","","","","","","","","","","en","37357ac925de8606b75586a3d8dea2e1","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/sweepstakes-vs-offshore-poker-2026/","1296","177","7,322","62,711","Normal","","","","","","","","","","en","488a5f8e4043fbc703299d2657dacfbc","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/multi-tabling-clear-bonus-faster-2026/","1543","196","7,872","76,577","Fairly Easy","","","","","","","","","","en","79b487ee51e63355412c7916c622e7e4","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/mobile-poker-apps-us-canada-2026/","1447","187","7,738","67,374","Normal","","","","","","","","","","en","4eee3edffa296abaeaa5b923d6f857b7","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/oss-chico-series-bonus-clearing-2026/","1597","199","8,025","72,928","Fairly Easy","","","","","","","","","","en","59e2e4ac1d7eaa3e0be82bdb329163ae","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/poker-withdrawal-times-us-canada-2026/","1472","186","7,914","69,086","Normal","","","","","","","","","","en","c349f26ac51d925f3a406307e024c7ca","Non-Indexable","Canonicalised"
