"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","ICM Explained: Why Your Chips Are Worth Less Than You Think | OnlinePokerBonuses.com","84","804","The Independent Chip Model quietly decides who profits and who busts near the money. Here's a plain-English guide for US and Canada players grinding offshore tournaments in 2026.","178","1128","online poker bonuses,poker welcome bonus,poker bonus codes,US poker bonuses,Canada poker bonuses,poker rakeback,Americas Cardroom bonus,BetOnline poker bonus","157","ICM Explained: Why Your Chips Are Worth Less Than You Think","59","The core idea: chips don't equal dollars","40","Why ICM makes you tighten up","28","index, follow","","","https://onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","","","","","","53815","10879","10879","1,612","","1512","193","7,834","81,215","Easy","17,950","1","2","","30","10","0","20,830","41","17","0","0","0","0","","","","","af15b446cece1cb256b6c44771ee8504","0,261","Thu, 13 Aug 2026 13:01:20 GMT","","","","en","1.1","","","","","","https://www.onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","2026-08-13 16:01:19"
"https://onlinepokerbonuses.com/how-to-claim/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,165","","https://www.onlinepokerbonuses.com/how-to-claim/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/how-to-claim/","2026-08-13 16:01:19"
"https://www.onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Ontario's Regulated Poker vs Offshore Rooms: A 2026 Guide for Canadians | OnlinePokerBonuses.com","96","908","Ontario built a licensed online poker market, but most of Canada still plays offshore. Here's how the two options really compare for Canadian players weighing bonuses, liquidity, and safety in 2026.","198","1207","online poker bonuses,poker welcome bonus,poker bonus codes,US poker bonuses,Canada poker bonuses,poker rakeback,Americas Cardroom bonus,BetOnline poker bonus","157","Ontario's Regulated Poker vs Offshore Rooms: A 2026 Guide for Canadians","71","What 'regulated' actually means in Ontario","42","Liquidity: the make-or-break factor","35","index, follow","","","https://onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","","","","","","55690","10700","10700","1,586","","1443","192","7,516","60,259","Normal","18,319","1","2","","27","9","0","18,750","42","17","0","0","0","0","","","","","306ed45a0b4197309a9558b525691d3e","0,260","Thu, 13 Aug 2026 13:01:20 GMT","","","","en","1.1","","","","","","https://www.onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","2026-08-13 16:01:19"
"https://onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,145","","https://www.onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/best-poker-bonuses/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,082","","https://www.onlinepokerbonuses.com/best-poker-bonuses/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/best-poker-bonuses/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,077","","https://www.onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/reviews/tigergaming/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,071","","https://www.onlinepokerbonuses.com/reviews/tigergaming/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/reviews/tigergaming/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/about/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,088","","https://www.onlinepokerbonuses.com/about/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/about/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/reviews/americas-cardroom/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,076","","https://www.onlinepokerbonuses.com/reviews/americas-cardroom/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/reviews/americas-cardroom/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/reviews/sportsbetting-ag/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,085","","https://www.onlinepokerbonuses.com/reviews/sportsbetting-ag/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/reviews/sportsbetting-ag/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/news/crypto-network-fees-poker-deposits-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,070","","https://www.onlinepokerbonuses.com/news/crypto-network-fees-poker-deposits-2026/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/news/crypto-network-fees-poker-deposits-2026/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/canada/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,072","","https://www.onlinepokerbonuses.com/canada/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/canada/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/bonus-types/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,076","","https://www.onlinepokerbonuses.com/bonus-types/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/bonus-types/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/reviews/black-chip-poker/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,215","","https://www.onlinepokerbonuses.com/reviews/black-chip-poker/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/reviews/black-chip-poker/","2026-08-13 16:01:20"
"https://onlinepokerbonuses.com/news/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,074","","https://www.onlinepokerbonuses.com/news/","HTTP Redirect","","","1.1","","","","","","https://onlinepokerbonuses.com/news/","2026-08-13 16:01:20"
"https://www.onlinepokerbonuses.com/news/freeroll-strategy-build-bankroll-from-zero-2026/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Freeroll Strategy: How to Build a Poker Bankroll From Zero | OnlinePokerBonuses.com","83","762","Freerolls let you build a real bankroll without risking a cent. Here's a practical strategy for turning free tournaments into a funded account and a claimed bonus.","163","978","online poker bonuses,poker welcome bonus,poker bonus codes,US poker bonuses,Canada poker bonuses,poker rakeback,Americas Cardroom bonus,BetOnline poker bonus","157","Freeroll Strategy: How to Build a Poker Bankroll From Zero","58","What freerolls actually are","27","Why freeroll strategy is different","34","index, follow","","","https://onlinepokerbonuses.com/news/freeroll-strategy-build-bankroll-from-zero-2026/","","","","","","55013","10908","10908","1,617","","1471","196","7,505","72,921","Fairly Easy","18,047","2","2","","3","1","0","2,080","43","17","0","0","0","0","","","","","880395d993ddc87098a816d8fcc8948a","0,377","Thu, 13 Aug 2026 13:01:21 GMT","","","","en","1.1","","","","","","https://www.onlinepokerbonuses.com/news/freeroll-strategy-build-bankroll-from-zero-2026/","2026-08-13 16:01:20"
