"Address","Errors","Warnings","Rich Result Errors","Rich Result Warnings","Rich Result Features","Feature-1","Total Types","Unique Types","Type-1","Indexability","Indexability Status"
"https://www.onlinepokerbonuses.com/news/tigergaming-vs-sportsbetting-chico-value-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/sit-and-go-bankroll-builder-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/crypto-deposit-boosts-explained-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/crypto-cashouts-us-canada-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/bankroll-management-bonus-clearing-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/stablecoin-poker-deposits-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/first-deposit-bonus-mistakes-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/deposit-match-vs-rakeback-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/are-poker-bonuses-taxable-us-canada-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/us-online-poker-legislation-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/no-deposit-poker-bonuses-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/sweepstakes-vs-offshore-poker-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/multi-tabling-clear-bonus-faster-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/mobile-poker-apps-us-canada-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/oss-chico-series-bonus-clearing-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/poker-withdrawal-times-us-canada-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
